Customer ID,Recency,Frequency,Monetary
14721,379,25,109.07
14722,147,87,489.52
14723,10,416,1803.06
14724,590,41,341.9
14725,25,100,1252.74
14726,655,15,116.5
14727,274,46,463.72999999999996
14728,413,14,190.58
14729,374,132,586.24
14730,1,462,1897.57
14731,47,45,380.02
14732,8,277,5517.07
14733,16,319,14335.15
14734,426,63,1056.42
14735,4,366,12240.16
14736,485,88,374.05
14737,4,45,3554.17
14738,43,80,1821.9
14739,4,244,11573.62
14740,197,231,4161.06
14741,12,76,1713.09
14742,435,34,579.85
14743,593,3,50.48
14744,16,118,3660.08
14745,113,140,2551.41
14746,406,9,593.5
14747,249,18,328.2
14748,29,159,2681.9
14749,480,18,310.15
14750,736,32,112.03
14751,684,7,126.45
14752,44,5,389.64
14753,87,48,869.51
14754,45,136,1547.93
14755,10,475,9972.550000000001
14756,15,119,2653.76
14757,75,19,420.5
14758,145,136,2864.97
14759,5,102,1625.97
14760,297,5,89.2
14761,59,24,447.92
14762,264,30,417.57
14764,47,6,278.3
14765,29,39,254.11
14766,8,334,6375.73
14767,474,18,382.81
14768,17,5,192.60000000000002
14769,3,1398,15514.11
14770,232,197,3637.64
14771,621,47,594.62
14772,112,9,139.26
14773,593,10,140.55
14774,529,13,241.45
14775,58,60,1011.9
14776,51,190,3708.2999999999997
14777,404,16,307.56
14778,127,35,730.86
14779,281,41,386.15
14780,55,27,447.68
14782,320,6,200.10000000000002
14783,659,17,307.3
14784,26,27,449.93
14785,10,3,77.4
14786,550,7,90.96
14787,471,15,110.65
14788,7,58,1156.32
14789,29,6,197.64
14790,17,145,2526.62
14791,607,19,303.63
14792,64,2,6.2
14793,21,39,625.9
14794,3,104,1953.9
14795,166,6,131.45000000000002
14796,1,1493,10169.33
14797,507,16,300.31
14798,53,49,724.31
14799,51,23,338.15
14800,48,600,7191.33
14801,61,57,189.34
14802,438,2,1502.98
14803,162,44,845.5500000000001
14804,9,12,353.27
14805,15,127,1082.55
14806,75,20,303.43
14807,391,38,504.14
14808,40,231,2718.6
14809,621,18,686.76
14810,41,301,2354.03
14811,387,28,170.5
14812,599,36,178.85
14813,370,138,888.91
14814,581,30,154.21
14815,37,53,778.5
14816,197,4,271.85
14817,200,230,3959.86
14818,74,104,1153.56
14819,64,54,456.41
14820,21,64,1274.76
14821,367,69,1230.15
14822,485,9,157.7
14823,180,70,321.43
14824,10,158,4022.91
14825,4,299,4735.08
14826,582,10,385.2
14828,197,101,9839.460000000001
14829,29,91,1455.8700000000001
14830,53,39,188.88
14831,680,82,1676.57
14832,630,1,322.69
14833,499,7,94.8
14834,18,87,2206.16
14835,529,2,297.0
14836,10,6,102.44999999999999
14837,90,209,3460.32
14838,423,70,769.9200000000001
14839,418,74,915.28
14840,268,22,362.71
14841,53,300,7163.0
14842,44,145,2824.69
14843,437,9,211.79999999999998
14844,64,277,6702.43
14845,600,1,150.0
14846,427,12,437.4
14847,149,62,1348.95
14848,405,11,310.56
14849,22,738,15407.61
14850,312,195,1770.96
14851,23,42,829.41
14852,58,309,6132.43
14853,24,31,1376.87
14854,78,214,4303.06
14855,119,207,6520.3
14856,36,65,1290.53
14857,60,213,3651.851
14858,506,11,180.75
14859,13,66,1705.64
14860,19,11,170.32
14861,52,86,1380.73
14862,26,48,841.2
14863,29,11,266.76
14865,7,6,92.52
14866,11,136,20746.54
14867,186,137,2952.06
14868,3,211,4184.01
14869,9,244,2778.14
14870,262,65,1838.95
14871,3,194,1228.17
14872,484,43,816.6
14873,210,49,854.13
14874,535,6,116.18
14875,108,89,2862.4
14876,521,13,256.7
14877,418,63,425.85
14878,13,369,4076.5
14879,685,27,185.06
14880,77,46,690.59
14881,20,17,255.4
14882,27,65,3546.65
14883,19,53,761.59
14884,669,8,120.6
14885,132,31,1598.12
14886,253,18,364.8
14887,79,6,1862.0
14888,207,20,369.2
14889,336,10,135.9
14890,254,57,817.25
14891,148,63,1106.73
14892,691,13,202.35000000000002
14893,10,106,1809.6100000000001
14894,85,46,1492.81
14895,8,900,25119.54
14896,205,253,1826.0
14897,8,127,3140.54
14898,23,291,3365.95
14899,395,129,1331.38
14900,522,1,13.919999999999998
14901,11,134,1919.0
14902,26,59,1035.6200000000001
14903,21,350,2795.33
14904,2,141,1630.49
14905,158,78,1971.39
14906,445,1,68.44
14907,3,268,5547.72
14908,74,14,381.9
14909,437,80,1404.68
14910,3,30,434.35
14911,1,11077,291420.81
14912,17,63,1889.25
14913,36,247,4073.13
14915,91,90,1811.25
14916,71,134,3042.95
14917,597,29,1123.75
14918,116,141,5955.81
14919,539,13,359.35
14920,213,97,1607.17
14921,30,78,1316.07
14922,394,50,843.74
14923,51,44,749.1
14924,246,31,931.01
14926,382,3,359.4
14927,397,20,308.2
14928,628,21,223.91000000000003
14929,32,34,836.69
14930,109,278,5236.73
14931,5,41,1257.68
14932,366,32,666.13
14933,444,4,1770.0
14934,82,185,3503.5
14935,297,26,2849.83
14936,34,527,12410.81
14937,57,34,1621.88
14938,562,71,2322.43
14940,418,32,531.49
14941,579,7,182.1
14942,402,19,746.56
14943,663,5,107.62
14944,30,303,9784.67
14945,414,11,179.4
14946,14,3,100.9
14947,72,54,1049.79
14948,23,63,1101.97
14949,469,27,515.0
14950,19,19,371.2
14951,79,20,311.69
14952,60,307,17629.35
14953,25,245,971.32
14954,12,118,462.12
14955,733,31,163.77
14956,421,4,1325.0
14957,253,28,261.69
14958,147,71,941.99
14959,64,59,695.42
14960,8,27,221.27
14961,11,670,16410.15
14962,271,14,366.91
14963,10,476,3123.57
14964,247,13,206.21
14965,96,81,596.09
14966,15,151,1064.26
14967,50,29,1982.6100000000001
14968,30,84,501.24
14969,704,13,906.2299999999999
14970,68,113,4919.35
14971,35,155,1097.98
14972,128,20,145.07
14973,107,32,1314.45
14974,37,17,89.94
14975,57,26,472.39
14976,57,72,790.86
14977,726,4,31.929999999999996
14978,72,290,3112.19
14979,735,49,429.66
14980,737,24,150.68
14981,246,22,372.92
14982,572,39,237.78
14983,689,30,183.20000000000002
14984,19,54,1260.51
14985,198,83,292.01
14986,376,98,563.1
14987,16,15,1550.6499999999999
14988,212,235,2038.65
14989,662,18,342.4
14990,612,42,304.17
14991,430,21,314.67
14992,442,27,210.5
14993,564,10,36.13
14994,382,302,946.72
14995,39,60,231.98000000000002
14996,481,41,442.28999999999996
14997,46,38,776.5999999999999
14998,170,125,753.18
14999,593,9,129.48000000000002
15000,48,77,490.52
15001,394,46,199.10999999999999
15002,116,337,4138.08
15003,473,329,1027.03
15004,147,154,1220.77
15005,16,2387,13754.58
15006,51,182,757.78
15007,159,12,156.91
15008,480,12,360.0
15009,12,180,1259.43
15010,36,20,308.94
15011,396,20,416.6
15012,54,191,646.26
15013,488,340,1610.82
15014,43,33,257.67
15015,501,294,2354.97
15016,173,105,620.89
15017,34,20,125.58
15018,39,31,496.21
15019,267,66,252.81
15020,379,27,198.47
15021,9,623,2500.59
15022,12,140,1133.44
15023,3,958,11578.65
15024,10,320,3559.39
15025,33,139,979.79
15026,80,138,1048.89
15027,31,91,3195.6
15028,8,102,962.94
15029,620,10,365.1
15030,72,33,1979.91
15031,4,395,3102.94
15032,256,95,11010.05
15033,5,501,2557.18
15034,16,752,8231.2
15035,90,27,252.73000000000002
15036,72,119,429.56
15037,376,45,397.76
15038,59,235,1146.53
15039,10,2695,39141.48
15040,542,1,7.49
15041,170,104,289.4
15042,199,9,315.45
15043,31,51,2870.3199999999997
15044,19,896,16024.15
15045,152,12,735.66
15046,9,394,7623.79
15047,270,22,343.62
15048,65,94,381.0
15049,274,3,121.17000000000002
15050,25,149,4087.19
15051,23,289,3926.91
15052,319,28,207.73000000000002
15053,5,69,693.95
15054,12,114,302.1
15055,475,81,549.12
15056,520,6,113.65
15057,275,70,3255.96
15058,25,347,3387.58
15059,41,589,3491.2
15060,8,115,294.25
15061,4,898,126389.02
15062,71,159,2585.62
15063,213,5,370.79999999999995
15064,410,81,1254.41
15065,38,166,3326.86
15066,53,42,893.59
15067,78,177,3862.88
15068,46,218,1174.9
15069,179,70,1109.53
15070,373,32,737.05
15071,94,54,1455.56
15072,479,13,187.51999999999998
15073,10,159,2788.02
15074,105,72,1553.13
15075,78,27,773.03
15076,173,80,1447.74
15077,495,32,2428.08
15078,7,771,17286.73
15079,213,141,3625.4
15080,428,31,546.25
15081,22,101,1854.57
15082,669,6,93.35000000000001
15083,257,5,88.2
15084,380,31,965.1999999999999
15085,730,9,347.54
15086,565,11,218.53
15087,282,15,306.94
15088,21,57,1160.07
15089,10,145,2420.84
15090,308,23,381.32
15091,68,57,1046.6100000000001
15092,215,45,776.46
15093,18,316,13702.380000000001
15094,463,5,83.0
15095,104,124,3141.64
15096,43,11,219.39000000000001
15097,4,66,908.35
15098,182,3,39916.5
15099,84,23,410.48
15100,334,16,2193.8999999999996
15101,9,58,1477.94
15102,531,27,554.67
15103,31,35,703.36
15104,197,67,993.54
15105,18,151,3094.91
15106,18,100,1422.52
15107,311,42,824.35
15108,142,60,1300.25
15109,246,48,983.1
15110,24,53,1505.85
15111,29,135,2442.37
15112,611,7,209.4
15113,10,97,3509.43
15114,30,231,3400.12
15115,18,35,531.85
15116,18,45,1352.75
15117,15,131,2485.97
15118,134,1,244.8
15119,246,14,266.4
15120,134,21,358.82
15121,50,28,457.71999999999997
15122,114,227,4487.27
15123,7,183,4656.17
15124,23,31,450.82
15125,25,240,17024.87
15126,537,25,449.49
15127,66,28,711.5
15128,60,123,1783.68
15129,50,207,6860.18
15130,170,22,330.11
15131,395,7,80.28
15132,18,52,977.9300000000001
15133,128,49,1806.9
15134,15,85,1596.29
15135,239,20,305.68
15136,3,68,1286.7
15137,521,34,823.4
15138,394,31,502.52
15139,240,13,178.96
15140,52,112,3243.69
15141,458,80,1388.47
15142,46,142,2619.92
15143,226,31,563.63
15144,8,349,12160.31
15145,4,67,1194.73
15146,165,91,1327.16
15147,240,28,623.5
15148,11,20,301.29
15149,134,69,1554.6100000000001
15150,17,573,8977.94
15151,423,57,2085.61
15152,10,300,5263.83
15153,31,22,329.25
15154,75,173,1343.72
15155,383,24,383.96999999999997
15156,1,55,961.49
15157,4,152,2654.11
15158,45,11,606.02
15159,2,810,22116.73
15160,357,23,589.27
15161,388,33,119.92
15162,731,12,312.9
15163,18,29,304.47
15164,69,352,2028.1100000000001
15165,373,27,487.75
15166,468,12,167.16
15167,321,304,1627.62
15168,26,5,106.56
15169,382,59,569.22
15170,407,4,81.15
15171,331,5,1289.5
15172,9,110,1624.05
15173,381,86,1494.6
15174,323,34,481.46
15175,72,23,224.14
15176,668,52,988.04
15177,426,26,948.93
15178,260,3,40.5
15179,18,314,7491.92
15180,367,52,816.9300000000001
15181,66,20,1200.2
15182,154,125,2998.952
15183,548,38,639.93
15184,29,84,685.39
15185,70,21,310.62
15186,14,52,1403.2
15187,2,91,4777.18
15188,725,23,310.43
15189,1,241,17524.38
15190,434,40,834.4399999999999
15191,463,35,588.05
15192,120,91,1666.3899999999999
15193,61,19,499.32
15194,3,476,12021.53
15195,3,1,3861.0
15196,433,42,313.7
15197,11,59,1877.51
15198,92,31,571.35
15199,59,51,3122.4
15200,495,30,549.05
15201,87,100,1842.95
15202,420,3,6001.49
15203,26,343,4400.18
15204,357,9,316.58
15205,85,37,653.24
15206,10,9,420.3
15207,416,24,683.92
15208,1,48,970.52
15209,730,13,178.98000000000002
15210,225,67,1176.19
15211,60,52,894.4100000000001
15212,241,10,208.28
15213,319,24,328.35
15214,2,110,1661.44
15215,47,113,2422.43
15216,88,24,486.09
15217,563,28,426.24
15218,11,396,11468.83
15219,176,26,685.45
15220,52,117,1778.96
15221,366,29,2062.2
15222,319,138,3550.91
15223,226,34,1417.95
15224,358,35,871.36
15225,234,23,409.40000000000003
15226,311,8,154.41
15227,37,120,2488.4900000000002
15228,66,234,5580.2699999999995
15229,586,9,160.5
15230,239,23,429.6
15231,621,14,250.26
15232,113,31,612.06
15233,401,1,59.400000000000006
15234,277,14,197.0
15235,218,178,2772.76
15236,299,15,321.05
15237,2,99,1412.32
15238,29,50,1071.99
15239,10,49,780.59
15240,45,224,4459.98
15241,67,184,3050.16
15242,422,4,302.04
15243,74,61,927.28
15244,65,48,912.08
15245,134,148,4610.84
15246,238,51,780.4
15247,122,17,976.06
15248,411,106,1893.93
15249,32,502,9266.0
15250,641,3,60.0
15251,9,230,20324.54
15252,36,118,2103.41
15253,16,116,2055.09
15254,127,67,1088.35
15255,67,188,3706.02
15256,149,10,170.4
15257,283,12,685.9
15258,169,34,623.16
15259,513,57,1182.3799999999999
15260,100,381,8767.73
15261,135,92,1508.0
15262,324,26,418.82
15263,107,12,156.51
15264,64,55,848.4
15265,151,193,3345.64
15266,338,45,852.21
15267,22,11,1717.36
15268,479,22,961.9000000000001
15269,24,35,1225.3600000000001
15270,16,168,8524.86
15271,7,570,4528.54
15272,57,286,2030.95
15273,600,1,228.96
15274,4,47,716.57
15275,38,41,615.14
15276,66,178,619.8
15277,47,26,476.34
15278,562,29,496.15999999999997
15279,355,94,1580.54
15280,172,60,397.52
15281,59,522,8543.57
15282,570,27,348.59
15283,390,9,148.32999999999998
15284,500,1,24.75
15285,408,6,94.92
15286,50,3,240.55
15287,22,36,856.03
15288,43,153,3715.38
15289,29,97,1593.09
15290,5,292,10496.28
15291,26,244,13517.76
15292,201,24,178.39
15293,666,19,247.5
15294,411,15,233.35
15295,654,52,207.04
15296,51,534,10323.03
15297,10,39,641.94
15298,2,425,9061.77
15299,67,10,6156.53
15300,64,28,496.44
15301,51,345,6909.67
15302,730,15,308.0
15303,290,69,1224.18
15304,61,24,796.4
15305,555,5,93.6
15306,64,162,3484.73
15307,96,12,205.3
15308,274,19,310.47
15309,611,54,797.96
15310,479,45,1634.64
15311,1,4306,114966.42
15312,75,163,2930.19
15313,110,1,52.0
15314,199,50,820.4499999999999
15315,64,37,570.5
15316,327,1,165.0
15317,677,5,129.75
15318,4,33,312.62
15319,284,16,204.5
15320,44,36,267.13
15321,71,309,6709.7300000000005
15322,86,83,1390.86
15323,563,29,434.6
15324,701,8,140.22000000000003
15325,104,224,1601.46
15326,334,129,1700.52
15327,53,10,208.75
15328,408,8,107.24
15329,39,154,2958.83
15330,32,13,714.9599999999999
15331,500,44,767.91
15332,366,154,4892.68
15333,208,16,1028.56
15334,157,98,350.82
15335,54,35,170.22
15336,402,15,240.5
15337,411,21,373.02
15338,677,58,277.93
15339,66,220,1821.02
15340,562,7,105.5
15341,81,24,2402.72
15342,130,24,406.09
15343,87,21,364.5
15344,1,26,563.94
15345,46,20,393.54
15346,333,37,596.12
15347,366,36,1162.0
15348,72,9,158.04
15349,158,71,463.91
15350,373,30,547.6
15351,12,314,3430.22
15352,549,34,111.15
15353,255,360,2794.47
15354,603,3,284.4
15355,29,14,277.05
15356,31,669,3239.57
15358,5,1089,16425.86
15359,663,16,181.35
15360,40,13,427.93
15361,362,10,689.07
15362,449,40,613.08
15363,373,35,678.11
15364,96,29,913.19
15365,26,218,4557.13
15366,75,138,2389.08
15367,57,279,5081.33
15368,21,8,722.74
15369,492,59,6251.26
15370,41,144,3739.01
15371,662,1,59.400000000000006
15372,137,57,6017.0599999999995
15373,8,189,3084.54
15374,129,10,307.32
15375,690,6,60.959999999999994
15376,40,116,1221.56
15377,383,21,1211.75
15378,463,12,246.5
15379,169,263,4877.84
15380,9,52,3248.96
15381,214,24,1890.57
15382,15,632,13733.55
15384,170,118,2027.79
15385,40,21,942.08
15386,186,31,394.14
15387,492,20,468.65
15388,270,10,140.54
15389,172,6,2733.8
15390,396,77,1216.66
15391,584,12,289.87
15392,5,144,2911.62
15393,16,44,891.34
15394,10,227,5286.8
15395,326,7,107.45
15396,113,16,796.38
15397,290,6,94.0
15398,16,73,1345.53
15399,1,50,815.77
15400,92,27,1302.3
15401,452,14,216.95
15402,149,131,1830.54
15403,492,8,170.88
15404,376,16,257.06
15405,189,30,659.84
15406,31,122,975.87
15407,34,148,1046.74
15408,264,34,267.18
15409,721,9,131.25
15410,84,162,4685.72
15411,26,98,1348.93
15412,171,10,190.53
15413,692,25,6798.72
15414,10,39,774.9
15415,313,47,559.61
15416,65,228,4572.82
15417,85,28,508.8
15418,425,68,449.42
15419,25,8,135.86
15420,434,56,743.0
15421,59,316,3805.34
15422,323,120,1619.97
15423,38,14,266.89
15424,254,33,597.78
15425,400,143,1941.1200000000001
15426,19,429,2156.35
15427,33,292,1430.54
15428,15,44,762.75
15429,27,82,397.35
15430,468,36,954.75
15431,503,2,153.24
15432,23,16,320.76
15433,214,41,533.3
15434,8,134,2567.06
15435,22,29,149.29
15436,12,291,1067.75
15437,262,57,393.45
15438,131,25,156.57999999999998
15439,405,57,1269.05
15440,55,62,383.68
15441,396,57,1254.21
15442,249,2,594.0
15443,2,625,5114.2300000000005
15444,9,214,1411.21
15445,264,14,284.5
15446,377,112,399.75
15447,331,29,492.88
15448,313,49,788.81
15449,26,60,974.52
15450,30,30,429.84
15451,434,60,226.86
15452,30,199,1785.1100000000001
15453,2,279,1371.77
15454,362,40,305.99
15455,598,2,38.25
15456,283,227,2091.52
15457,262,58,237.07
15458,25,13,370.44
15459,417,7,202.82999999999998
15460,354,56,214.26
15461,461,2,429.7
15462,94,41,737.05
15463,29,7,126.14
15464,338,155,1044.65
15465,20,255,12100.4
15466,85,262,1560.46
15467,9,52,524.88
15468,51,80,1430.48
15469,50,43,874.25
15470,576,4,63.419999999999995
15471,2,155,1292.01
15472,113,76,371.56
15473,14,14,2046.0
15474,596,19,150.35
15475,77,29,454.11
15476,380,79,2209.98
15477,650,2,368.4
15478,40,69,1983.48
15479,733,9,147.4
15480,116,215,6279.0
15481,401,38,1993.34
15482,16,148,14417.36
15483,161,269,817.82
15484,1,240,4652.1
15485,30,137,4810.92
15486,527,1,102.0
15487,680,14,231.32
15488,93,11,431.92
15489,23,114,2419.61
15490,430,25,210.85
15491,95,154,3100.09
15492,28,35,659.4599999999999
15493,33,612,4121.68
15494,21,368,3702.6
15495,379,20,246.5
15496,631,22,146.14
15497,18,121,8657.39
15498,3,941,24972.86
15499,724,41,158.65
15500,8,68,1131.56
15501,405,69,399.95
15502,16,330,13003.869999999999
15503,363,117,257.3
15504,81,64,402.7
15505,53,97,3610.96
15506,23,273,2030.33
15507,172,45,475.86
15508,189,92,1000.27
15509,380,26,152.41
15510,331,1,250.0
15511,12,158,900.53
15512,156,32,331.58
15513,33,547,26437.05
15514,12,317,6392.06
15515,387,7,171.81
15516,45,15,62.43
15517,233,27,267.03
15518,64,448,4189.99
15519,383,37,344.61
15520,2,18,343.5
15521,40,403,7098.24
15522,33,56,397.99
15523,84,212,17259.19
15524,25,9,591.4
15525,2,180,890.22
15526,33,4,148.44
15527,19,329,5554.89
15528,254,26,229.33
15529,23,785,4783.66
15530,22,142,1808.68
15531,8,219,1972.39
15532,25,617,3738.85
15533,19,83,807.57
15534,726,8,162.25
15535,173,130,1044.37
15536,409,16,259.09
15537,163,24,110.92
15538,538,14,3358.4
15539,7,41,538.46
15540,11,31,460.68
15541,114,29,85.13000000000001
15542,512,226,855.71
15543,288,56,242.26
15544,9,531,7807.89
15545,54,80,288.96999999999997
15546,607,12,1079.1000000000001
15547,7,1332,10057.05
15548,596,23,158.09
15549,77,161,2334.16
15550,4,235,2211.05
15551,37,143,1679.81
15552,217,30,252.52
15553,60,55,428.93
15554,278,14,217.2
15555,12,1591,11243.91
15556,24,31,279.77
15557,29,19,468.91
15558,639,23,202.68
15559,568,62,1109.4
15560,398,10,153.52
15561,12,92,1934.3899999999999
15562,352,33,671.4300000000001
15563,22,257,2859.46
15564,463,4,70.74000000000001
15565,50,8,173.16000000000003
15566,393,12,227.87
15567,19,7,186.01
15568,3,53,758.29
15569,104,140,3583.45
15570,7,730,8736.49
15571,12,600,3892.35
15572,5,343,3965.2
15573,32,211,1188.42
15574,178,230,1101.44
15575,620,3,30.1
15576,38,43,921.37
15577,151,59,396.03
15578,162,13,127.1
15579,69,161,1250.63
15580,377,225,1375.39
15581,121,684,7480.4
15582,25,44,682.9100000000001
15583,376,39,95.96
15584,24,220,1268.2
15585,177,31,455.3
15586,593,38,1139.1
15587,50,14,1522.08
15588,678,4,579.6
15589,256,29,478.53
15590,382,87,1496.6
15591,583,7,217.9
15592,47,24,388.58
15593,71,5,199.8
15594,16,103,1771.78
15595,488,4,357.59999999999997
15596,101,155,2727.72
15597,35,37,563.37
15598,53,36,548.02
15599,27,83,1250.06
15600,428,71,1199.31
15601,11,824,14191.74
15602,8,125,3137.96
15603,79,4,88.48
15604,52,17,216.39
15605,36,99,1741.95
15606,61,145,5230.99
15607,337,109,1708.97
15608,28,105,1785.98
15609,184,16,298.48
15610,52,6,112.46000000000001
15611,10,94,2997.28
15612,36,6,195.15
15613,610,27,433.71999999999997
15614,438,81,3147.36
15615,10,901,21373.97
15616,438,13,317.11
15617,396,42,828.5500000000001
15618,33,45,776.851
15619,11,3,336.4
15620,57,129,1942.36
15621,4,16,1293.03
15622,43,426,7852.61
15623,141,108,2437.05
15624,117,34,588.13
15625,104,171,3236.4
15626,75,80,1067.52
15627,457,24,566.9
15628,5,299,5333.08
15629,450,77,2240.9
15630,45,80,1481.4
15631,642,39,596.67
15632,16,167,3285.31
15633,509,176,4335.96
15634,17,34,554.65
15635,396,2,100.35
15636,90,57,1444.58
15637,53,41,797.59
15638,379,25,2265.2
15639,134,69,1065.08
15640,4,748,23494.31
15641,105,311,5345.55
15642,730,6,105.78
15643,192,33,664.0
15644,166,232,803.54
15645,19,68,1055.17
15646,158,68,784.8100000000001
15647,415,11,169.0
15648,204,24,639.5
15649,336,11,1660.35
15650,522,36,553.88
15651,37,60,1259.06
15652,91,102,1405.94
15653,93,6,877.44
15654,9,21,922.53
15655,243,34,560.6700000000001
15656,45,47,748.5
15657,23,1,30.0
15658,190,102,2117.27
15659,44,21,532.49
15660,25,151,2603.69
15661,317,44,1215.95
15662,661,12,283.73
15663,106,9,138.14
15664,51,70,1254.03
15665,168,286,3987.07
15666,472,67,632.94
15667,40,13,301.32
15668,218,1,76.32000000000001
15669,40,33,684.34
15670,297,19,325.2
15671,19,78,2657.13
15672,725,3,45.300000000000004
15673,88,268,6204.32
15674,73,351,6948.2300000000005
15675,81,35,542.04
15676,19,202,3435.76
15677,49,72,1305.6299999999999
15678,53,92,1825.94
15679,24,110,781.28
15680,9,236,4028.69
15681,25,88,2989.7
15682,599,25,318.24
15683,117,26,524.54
15684,547,11,173.95
15685,450,17,55.980000000000004
15686,420,1,90.0
15687,9,166,2993.1
15688,419,27,190.57
15689,120,24,521.03
15690,4,19,239.76
15691,252,14,571.3
15692,28,12,191.04
15693,659,1,37.5
15694,1,143,9978.48
15695,267,59,1131.04
15696,33,221,3881.2200000000003
15697,690,14,246.75
15698,624,2,46.2
15699,18,18,309.65
15700,172,86,696.68
15701,2,230,1529.0
15702,476,30,140.39
15703,265,5,211.5
15704,140,204,3734.6600000000003
15705,201,6,143.1
15706,64,55,1060.56
15707,35,205,916.98
15708,41,337,3887.15
15709,284,27,327.85
15710,417,110,898.87
15711,557,25,420.25
15712,9,166,3472.41
15713,143,52,839.64
15714,12,48,783.96
15715,556,38,658.02
15716,146,286,2485.26
15717,234,24,607.0
15718,540,18,293.79
15719,33,1770,10195.97
15720,24,153,739.22
15721,12,84,471.40000000000003
15722,36,178,5234.0
15723,365,123,930.7
15724,201,17,310.85
15725,15,32,415.25
15726,390,23,321.91
15727,17,685,9371.71
15728,380,12,544.6
15729,213,11,192.55
15730,66,111,1726.58
15731,554,8,125.3
15732,212,99,1543.97
15733,283,10,162.3
15734,115,43,2263.3
15735,421,19,327.68
15736,435,100,1767.12
15737,15,71,1188.12
15738,19,482,13043.32
15739,66,8,449.12
15740,49,9,154.88
15741,458,12,208.62
15742,619,41,156.87
15743,16,86,775.96
15744,78,3,34.8
15745,19,62,1094.59
15746,134,28,196.88
15747,13,216,2499.81
15748,40,36,609.81
15749,235,10,44534.3
15750,3,628,6452.991
15751,461,130,1380.44
15752,40,586,3924.91
15753,305,1,79.2
15754,51,131,3037.61
15755,10,371,5993.12
15756,61,191,528.01
15757,66,193,2940.36
15758,25,9,205.25
15759,218,17,830.9300000000001
15760,631,2,13916.34
15761,443,5,143.05
15762,65,37,583.75
15763,32,61,1086.92
15764,88,249,4503.08
15765,667,25,370.63
15766,64,26,831.0600000000001
15768,116,1208,15308.89
15769,7,223,88612.52
15770,613,18,321.45
15771,604,28,1006.54
15772,418,16,280.88
15773,6,47,774.52
15774,69,110,1288.34
15775,245,9,150.5
15776,133,18,241.62
15777,241,39,1762.61
15778,431,17,307.95
15779,463,8,124.08000000000001
15780,184,29,475.28000000000003
15781,25,20,345.46
15782,10,61,4014.1
15783,11,14,246.3
15784,468,43,848.33
15785,33,225,5969.93
15786,46,465,8501.62
15787,26,200,933.26
15788,509,14,221.83
15789,358,138,1962.01
15790,10,34,218.75
15791,44,167,3608.34
15792,400,57,933.84
15793,15,30,2399.57
15794,736,15,777.0
15795,150,131,1979.8700000000001
15796,1,293,5171.63
15797,113,12,2821.08
15798,493,83,1535.37
15799,76,154,1421.34
15800,107,232,1227.07
15801,46,64,1063.95
15802,143,1,451.42
15803,51,51,1929.66
15804,1,262,4206.39
15805,23,529,10148.93
15806,46,31,784.58
15807,50,88,1817.52
15808,306,772,17180.25
15809,36,58,1274.44
15810,79,166,2999.04
15811,22,273,3486.15
15812,107,125,5201.47
15813,208,40,1303.9099999999999
15814,17,98,2634.44
15815,64,49,2100.6
15816,542,11,144.14999999999998
15817,421,152,2766.4
15818,588,11,340.5
15819,49,260,3934.79
15820,320,17,206.98
15821,44,62,570.96
15822,3,65,1840.06
15823,372,155,3882.17
15824,453,26,890.94
15825,172,20,532.94
15826,56,119,2598.28
15827,73,217,3603.14
15828,375,74,1108.82
15829,99,51,636.14
15830,38,39,576.0
15831,58,66,794.64
15832,254,54,836.79
15833,738,5,80.4
15834,70,374,3764.39
15835,44,50,954.09
15836,50,10,137.37
15837,65,52,777.01
15838,11,206,73205.5
15839,33,62,1048.49
15840,59,27,355.56
15841,73,92,2742.41
15842,393,25,548.8
15843,304,8,118.95
15844,46,11,130.73999999999998
15845,18,174,4426.28
15846,385,29,107.01
15847,38,48,822.57
15848,622,34,137.99
15850,19,311,1006.75
15851,527,8,109.73
15852,187,33,257.26
15853,52,30,110.8
15854,4,256,5578.28
15855,137,95,1052.72
15856,4,1102,32275.95
15857,19,24,570.48
15858,16,435,3552.41
15859,432,22,438.46
15860,41,343,2361.3
15861,12,788,4369.2
15862,8,498,2512.29
15863,26,77,355.1
15864,22,23,2180.76
15865,41,126,2241.42
15866,101,43,211.89
15867,5,1020,8923.3
15868,583,4,94.53
15869,277,34,321.11
15870,33,143,857.46
15871,437,5,33.099999999999994
15872,15,188,729.25
15873,500,6,313.91999999999996
15874,64,342,11284.76
15875,646,23,108.52
15876,409,11,1449.14
15877,2,126,490.33
15878,562,51,330.77
15879,404,179,1137.8
15880,369,96,329.03000000000003
15881,312,29,501.39
15882,199,59,1124.66
15883,2,49,396.48
15884,432,14,244.60000000000002
15885,93,115,1951.82
15886,60,62,1052.8700000000001
15887,407,37,1027.15
15888,81,39,429.16
15889,157,301,1427.6
15890,395,10,535.65
15891,227,60,511.68
15892,669,38,128.2
15893,482,1,305.28000000000003
15894,253,37,258.25
15895,150,11,179.17
15897,194,22,208.59
15898,1,619,4996.45
15899,369,4,56.25
15900,24,126,886.57
15901,17,164,687.72
15902,380,18,145.01
15903,10,116,8939.84
15904,8,30,164.68
15905,543,22,114.69
15906,20,201,2530.19
15907,4,226,882.72
15908,491,40,758.62
15909,174,7,191.94
15910,1,620,2661.17
15911,624,258,1700.24
15912,178,95,1074.7
15913,534,1,6.300000000000001
15914,378,13,205.99
